UserID,q34_[my first name],q34_[nickname based on my first name],q34_Baba,q34_Dad,q34_Father,q34_Mama,q34_Mom,q34_Mother,q34_Mum,q34_Papa,q34_Parent,q34_Ren,q34_Questioning or unknown
244460753,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244460749,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
244460721,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244460751,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
244460775,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
244460791,No,No,No,No,No,Yes,No,Yes,No,No,No,No,No
244460603,No,No,No,No,No,No,No,No,No,No,No,No,No
244460706,No,No,No,No,No,No,No,No,No,No,No,No,No
244460714,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No
244460778,No,No,No,Yes,No,No,No,No,No,Yes,Yes,No,No
244460528,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460394,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No
244460359,No,No,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No
244460743,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244460690,No,No,No,No,No,No,No,No,No,No,No,No,No
244460796,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes
244460733,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
244460704,No,No,No,No,No,No,No,No,No,No,No,No,No
244460744,No,No,No,No,No,No,No,No,No,No,No,No,No
244460803,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244460729,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
244460770,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460708,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460012,No,Yes,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
244459132,No,No,No,No,No,No,No,No,No,No,No,No,No
244460805,No,No,No,No,No,No,No,No,No,No,No,No,No
244460640,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No
244460792,No,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No
244460820,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244460802,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
244460730,No,No,No,No,No,No,No,No,No,No,No,No,No
244460823,No,No,No,No,No,Yes,No,Yes,No,No,Yes,No,No
244460735,No,No,No,No,No,No,No,No,No,No,No,No,No
244460738,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460674,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
244460780,No,No,No,No,No,No,No,No,No,No,No,No,No
244460829,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244460827,No,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No
244460769,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460774,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes
244460701,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244460812,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244460834,No,No,No,No,No,No,No,No,No,No,No,No,No
244460822,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460819,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No
244460826,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460790,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No
244460879,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460855,No,No,No,No,No,No,No,No,No,No,No,No,No
244460884,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244451849,No,No,No,No,No,No,No,No,Yes,No,No,No,No
244460841,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244460832,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,Yes
244460847,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244460773,Yes,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No
244460877,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes
244460894,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
244460824,No,No,No,No,No,Yes,No,No,No,No,No,No,No
244460846,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460830,Yes,Yes,No,No,No,No,No,No,No,Yes,Yes,No,Yes
244460850,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244460868,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244460883,No,No,No,No,No,No,No,No,No,No,No,Yes,No
244460849,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No
244460858,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
244460873,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
244460843,No,No,No,No,No,No,No,No,No,No,No,No,No
244460794,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No
244460853,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes
244460563,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
244460898,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No
244460888,No,No,No,No,No,No,No,No,No,No,No,No,No
244460864,No,No,No,No,No,No,No,No,Yes,No,No,No,No
244458852,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,No
244460905,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
244460844,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
244460926,No,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No
244460941,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460646,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460874,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244460896,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460887,No,No,No,No,No,No,No,No,No,No,No,No,No
244460951,No,No,No,No,No,No,No,No,No,No,No,No,No
244460598,No,Yes,No,No,No,No,Yes,No,No,Yes,No,No,No
244460861,No,No,No,No,No,No,No,No,No,No,No,No,No
244460928,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
244460940,No,No,No,No,No,No,No,No,No,No,No,No,No
244460921,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
244460913,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No
244460810,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460795,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
244460859,No,No,No,No,No,No,No,No,No,No,No,No,No
244460946,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460933,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244460914,No,No,No,No,No,No,No,No,No,No,No,No,No
244460742,No,No,No,No,No,No,No,No,No,No,No,No,No
244460975,No,No,No,No,No,No,No,No,No,No,No,No,No
244460785,No,No,No,No,No,No,No,No,No,No,No,No,No
244460866,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No
244460965,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244460971,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244460816,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
244460973,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
244460937,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244460942,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244460885,No,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes
244460961,No,No,No,No,No,No,No,No,No,No,No,No,No
244460477,No,No,No,No,No,Yes,Yes,No,No,No,No,No,Yes
244460949,No,No,No,No,No,No,No,No,No,No,No,No,No
244460982,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
244460959,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No
244460930,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244460918,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
244460891,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244460875,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No
244460981,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No
244460768,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes
244460979,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No
244460978,No,No,No,No,No,No,No,No,No,No,No,No,No
244460960,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244460945,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
244461005,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244418554,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244460967,No,No,Yes,No,No,No,No,No,No,No,No,No,No
244460867,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244460963,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,Yes
244461003,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244460890,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244460912,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460934,No,No,No,No,No,No,No,No,No,No,No,No,No
244461018,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244460997,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244460842,No,No,No,No,No,No,No,No,No,No,No,No,No
244460995,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244460974,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No
244461009,No,No,No,No,No,No,No,No,No,No,No,No,No
244460990,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244461048,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244461041,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244461029,No,No,No,No,No,No,No,No,No,No,No,No,No
244460889,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes
244461036,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No,No,No
244461022,No,No,No,No,No,No,No,No,No,No,No,No,No
244461037,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
244460814,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460895,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244460996,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461014,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244461002,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No
244460987,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,Yes
244461013,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244461039,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No
244461011,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244461071,No,No,No,No,No,No,No,No,No,No,No,No,No
244460882,No,No,No,No,No,No,Yes,No,Yes,No,No,No,No
244461012,No,No,No,No,No,No,No,No,No,No,No,Yes,No
244461063,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460970,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461076,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No
244460813,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461052,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244460986,Yes,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes
244461042,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244461075,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244460699,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No
244461073,No,No,No,No,No,No,No,No,No,No,No,No,No
244461098,No,No,No,No,No,No,No,No,No,No,No,No,No
244461068,No,No,No,No,No,No,No,No,No,No,No,No,No
244460948,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No
244437830,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
244461044,No,No,No,No,No,No,No,No,No,No,No,No,No
244460893,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No
244460944,No,No,No,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes
244461084,No,No,No,No,No,No,No,No,No,No,No,No,No
244461095,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244461051,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes
244461088,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No
244461066,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No
244461074,No,No,No,No,No,No,No,No,No,No,No,No,No
244461065,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244460950,No,No,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No
244461079,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
244460953,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244458526,No,No,No,No,No,No,No,No,No,No,No,No,No
244461111,No,No,No,No,No,No,No,No,No,No,No,No,No
244461107,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244461117,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461035,No,No,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes
244461081,No,No,No,No,No,No,No,No,No,No,No,No,No
244461097,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No
244461027,No,No,No,No,No,Yes,No,No,No,No,No,No,No
244461127,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes
244461156,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,No
244461130,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244461162,No,No,No,No,No,No,No,No,No,No,No,No,No
244460998,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244461147,No,No,No,No,No,No,No,No,No,No,No,No,No
244461155,No,No,No,No,No,No,No,No,No,No,No,No,No
244460857,No,No,No,No,No,No,No,No,No,No,No,No,No
244461093,No,No,No,No,No,No,No,No,No,No,No,No,No
244461116,No,No,No,No,No,No,No,No,No,No,No,No,No
244461159,No,No,No,No,No,No,No,No,No,No,No,No,No
244461124,No,No,No,No,No,No,No,No,No,No,No,No,No
244461126,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244461106,No,No,No,No,No,No,No,No,No,No,No,No,No
244461186,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244461161,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,Yes
244461178,No,No,No,No,No,No,No,No,No,No,No,No,No
244461164,No,No,No,No,No,No,No,No,No,No,No,No,No
244461134,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No
244461128,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244461131,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes
244461137,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No
244461168,No,Yes,No,No,No,No,Yes,No,No,No,Yes,No,No
244461102,No,No,No,No,No,No,No,No,No,No,No,No,No
244461175,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
244461099,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
244461142,No,No,Yes,No,No,No,No,No,No,No,No,No,No
244461188,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
244461149,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244461120,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,Yes
244460197,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244461129,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No
244461210,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461182,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No
244461197,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244460781,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244461202,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460880,No,No,No,No,No,No,No,No,No,No,No,No,No
244461224,No,No,No,No,No,No,No,No,No,No,No,Yes,No
244461122,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244461160,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
244461211,No,No,No,No,No,No,No,No,No,No,No,No,No
244461032,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,Yes
244461140,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244461025,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244459879,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No
244461148,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244460911,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes
244460732,No,No,No,No,No,No,No,No,No,No,No,No,No
244461238,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244461167,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244461205,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No
244461248,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
244461257,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No
244461217,No,No,No,No,No,No,No,No,No,No,No,No,No
244461200,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No
244461233,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244461254,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
244461173,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461228,No,No,No,No,No,No,No,No,No,No,No,No,No
244461209,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244461218,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No
244461216,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No
244461263,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No
244461225,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No
244461258,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461253,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
244461203,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
244461246,No,No,No,No,No,No,No,No,No,No,No,No,No
244461193,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes,No
244460199,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,No
244461274,No,No,No,No,No,Yes,No,No,No,No,No,No,No
244460523,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244461260,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No
244461273,No,No,No,No,No,No,No,No,No,No,No,No,No
244461195,No,No,No,No,No,No,No,No,No,No,No,No,No
244461105,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244461139,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
244461239,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461282,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No
244461270,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244461214,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
244460547,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244461119,No,No,No,No,No,Yes,No,No,No,No,No,No,No
244461278,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
244460189,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461269,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461289,No,Yes,No,No,Yes,No,No,Yes,No,No,No,No,No
244461180,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes
244461308,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No
244461067,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
244461026,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461157,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461294,No,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No
244461281,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
244461255,No,No,No,No,No,No,No,No,No,No,No,No,No
244461304,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes
244461118,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes
244461313,No,No,No,No,No,No,No,No,No,Yes,No,No,No
244461319,No,No,No,No,No,No,No,No,No,No,No,No,No
244461284,Yes,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No
244461230,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244461220,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244461215,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No
244461285,No,No,No,No,No,No,No,No,No,No,Yes,No,No
244461327,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
244461330,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461353,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,No
244461318,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244461341,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244461352,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461334,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244461299,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
244461151,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No
244461306,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No
244461267,No,No,No,No,No,No,No,No,No,No,No,No,No
244461367,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244461338,No,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes
244461325,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244461332,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No
244461324,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
244461323,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No
244461336,No,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes
244461331,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
244461317,No,No,No,No,No,No,No,No,No,No,No,No,No
244461277,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
244461349,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461398,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244461375,No,No,No,No,No,No,No,No,No,No,No,No,No
244461403,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No
244461387,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461389,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No
244461362,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
244461265,No,No,No,No,No,Yes,No,No,No,No,No,No,No
244461377,Yes,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No
244461397,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
244461392,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No
244461290,No,No,No,No,No,No,No,No,No,No,No,No,No
244461416,No,No,No,No,No,Yes,No,Yes,Yes,No,Yes,No,No
244461410,No,No,No,No,No,No,No,No,No,No,No,No,No
244461429,No,No,Yes,No,No,No,No,No,No,No,No,No,No
244461404,No,No,No,No,No,No,No,No,No,No,No,No,No
244461399,No,No,No,No,No,No,No,No,No,No,No,No,No
244461411,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
244461415,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244461396,No,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No
244461379,No,No,No,No,No,No,No,No,No,No,No,No,No
244461393,No,No,Yes,No,No,Yes,No,No,No,No,No,No,No
244461371,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
244461433,No,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes
244461432,No,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No
244461449,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No
244461407,No,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No
244461405,Yes,No,No,Yes,No,No,No,No,No,No,No,No,Yes
244461440,No,No,No,No,No,No,No,No,No,No,No,No,No
244461463,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244461441,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461442,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No
244461394,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
244461478,No,No,No,No,No,No,No,No,No,No,No,No,No
244461419,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244453023,No,Yes,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes
244461476,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No
244461462,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No
244461468,No,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No
244461360,No,No,No,No,No,No,No,No,No,No,No,No,No
244461286,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes
244461469,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No
244461473,No,No,No,No,No,No,No,No,No,Yes,No,No,No
244461448,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244461444,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No
244461094,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
244461470,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461489,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
244461485,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244461365,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
244461212,No,No,No,No,No,No,No,No,No,No,No,No,No
244461505,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No
244461487,No,No,No,No,No,No,No,No,No,No,No,No,No
244461358,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No
244461382,No,No,No,No,No,No,No,No,No,No,No,No,No
244461311,No,Yes,No,No,No,No,No,No,No,No,No,Yes,No
244461508,No,No,No,No,No,Yes,No,No,No,No,No,No,No
244461467,No,No,No,No,No,No,No,No,No,No,No,No,No
244461436,No,No,No,No,No,No,No,No,No,No,No,Yes,No
244461516,No,No,No,No,No,No,No,No,No,No,No,No,No
244461322,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244461499,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244461481,No,Yes,No,No,No,No,No,No,No,No,No,No,No
244461491,No,No,No,No,No,No,No,No,No,No,No,No,No
244461479,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244461566,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No
244461551,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No
244461520,No,No,No,No,No,No,No,No,No,No,No,No,No
244460739,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No
244461339,No,No,No,No,No,No,No,No,No,No,No,No,No
244461507,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244461531,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes
244461537,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461544,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461543,No,No,No,No,No,No,No,No,No,No,No,No,No
244461517,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244461446,No,No,No,No,No,No,No,No,No,No,No,No,No
244461456,No,No,No,No,No,No,No,No,No,No,No,No,No
244461569,No,No,No,No,No,No,No,No,No,No,No,No,No
244461496,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244461500,No,No,Yes,No,No,Yes,No,No,No,No,No,Yes,No
244461573,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes
244460828,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244461554,No,No,No,No,No,No,Yes,No,No,No,No,No,No
244461564,No,No,No,No,No,No,No,No,No,No,No,No,No
244461426,No,No,No,Yes,No,No,No,No,No,No,No,No,No
244461559,No,No,No,No,No,No,No,No,No,No,No,No,No
244461541,No,No,No,No,No,Yes,No,No,Yes,No,No,No,No
244461457,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461420,No,No,No,No,No,No,No,No,No,No,No,No,Yes
244461512,No,No,No,No,No,No,Yes,No,No,Yes,No,No,Yes
244461187,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
244461490,Yes,No,No,No,No,No,No,No,No,No,No,No,No
244461482,No,No,No,No,No,No,No,No,No,No,No,No,No
