UserID,q7_Sir,q7_Miss,q7_Ma'am,q7_Madam,q7_Friend,q7_Comrade,q7_Mx,q7_No title at all,q7_Questioning or unknown
244449919,No,No,No,No,No,No,No,Yes,No
244450064,No,No,No,No,Yes,No,Yes,Yes,No
244450002,Yes,No,No,No,No,Yes,No,Yes,No
244449969,Yes,Yes,No,No,Yes,Yes,No,No,No
244450022,No,Yes,No,No,No,No,Yes,Yes,No
244450015,Yes,No,No,No,Yes,Yes,No,Yes,No
244450063,No,No,No,No,No,No,No,Yes,No
244450106,No,No,No,No,Yes,No,No,Yes,No
244448853,Yes,No,No,No,No,Yes,Yes,No,No
244450096,No,No,No,No,Yes,No,No,Yes,No
244449689,No,Yes,No,No,Yes,No,No,No,No
244449974,No,No,No,No,Yes,Yes,Yes,No,No
244449794,No,No,No,No,Yes,No,No,No,No
244450103,Yes,No,No,No,Yes,No,No,Yes,No
244449988,No,No,No,No,No,Yes,Yes,Yes,No
244449747,No,Yes,No,No,No,No,No,No,No
244449900,No,No,No,No,No,No,No,Yes,Yes
244450023,Yes,No,Yes,No,Yes,Yes,No,No,No
244449278,No,Yes,Yes,No,No,No,No,No,No
244450012,No,No,No,No,No,No,No,Yes,No
244450228,No,No,No,No,No,No,No,Yes,No
244449872,Yes,No,No,No,Yes,No,No,Yes,No
244450203,No,No,No,No,No,No,No,Yes,No
244450153,No,No,No,No,No,No,No,No,No
244449843,No,No,No,No,No,No,No,Yes,No
244450200,Yes,No,No,No,Yes,Yes,No,No,No
244450050,Yes,No,No,No,No,Yes,No,No,Yes
244449933,No,No,No,No,Yes,No,No,Yes,No
244448986,Yes,No,No,No,Yes,No,No,No,Yes
244450305,No,Yes,No,No,No,No,No,No,No
244449767,No,Yes,No,No,No,No,No,No,No
244450245,No,No,No,No,Yes,No,No,Yes,No
244450221,Yes,No,Yes,No,No,No,No,Yes,No
244449635,No,No,No,No,No,No,No,Yes,No
244449994,Yes,No,No,No,No,No,Yes,No,No
244449908,No,No,No,No,No,No,No,Yes,No
244448459,No,No,No,No,No,No,No,Yes,No
244450234,No,No,No,No,Yes,Yes,Yes,Yes,No
244450220,No,No,No,No,No,No,No,Yes,No
244449795,No,No,No,No,No,No,Yes,Yes,No
244435017,Yes,No,No,No,Yes,No,No,Yes,Yes
244448391,Yes,No,No,No,No,No,No,Yes,No
244450067,No,Yes,No,No,Yes,No,No,Yes,No
244449917,No,No,No,No,No,No,No,Yes,Yes
244449477,No,No,Yes,Yes,No,No,Yes,No,Yes
244450250,No,No,No,No,No,No,No,Yes,No
244450325,No,No,No,No,No,No,No,Yes,No
244450339,Yes,No,No,No,Yes,No,No,No,Yes
244450336,No,No,No,No,No,No,No,Yes,No
244450242,Yes,No,No,No,Yes,No,No,Yes,No
244450344,Yes,No,No,No,Yes,No,Yes,Yes,No
244449099,Yes,Yes,Yes,No,No,No,Yes,No,No
244450243,No,No,No,No,Yes,Yes,Yes,Yes,No
244449763,No,No,No,No,No,No,No,Yes,No
244450434,No,No,No,No,Yes,No,Yes,Yes,No
244450399,Yes,Yes,Yes,Yes,No,No,No,No,No
244449920,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No
244450352,No,No,No,No,No,No,No,Yes,No
244450199,Yes,No,No,No,No,No,Yes,No,No
244450367,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No
244450462,No,No,Yes,No,No,No,No,Yes,Yes
244450372,No,No,No,No,Yes,Yes,No,No,Yes
244450246,Yes,No,No,No,No,Yes,No,Yes,No
244449691,Yes,No,No,No,Yes,Yes,No,No,No
244450126,Yes,No,No,No,Yes,Yes,No,No,No
244450384,Yes,No,No,No,No,No,No,No,No
244450314,Yes,No,No,No,No,Yes,Yes,No,No
244447702,Yes,No,No,No,No,No,No,Yes,No
244449918,No,No,No,No,Yes,No,No,Yes,No
244450152,No,No,No,No,No,No,No,Yes,No
244450485,No,No,No,No,No,No,No,Yes,No
244450454,No,No,No,No,No,No,No,Yes,Yes
244448833,Yes,No,No,No,No,Yes,No,No,No
244450359,Yes,No,No,No,No,Yes,No,Yes,No
244450539,No,No,No,No,Yes,No,Yes,Yes,No
244450386,No,No,No,No,No,No,No,Yes,No
244449806,No,No,No,No,No,Yes,No,Yes,No
244450477,Yes,Yes,No,No,Yes,Yes,No,Yes,No
244450097,No,Yes,Yes,No,Yes,No,No,Yes,No
244449202,Yes,No,No,No,Yes,No,Yes,Yes,No
244450401,No,No,No,No,No,Yes,Yes,Yes,No
244450329,No,No,No,No,No,No,No,Yes,No
244439239,Yes,No,No,No,Yes,No,No,Yes,Yes
244450397,No,No,No,No,Yes,No,No,No,No
244446425,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
244450377,Yes,No,Yes,No,No,No,No,No,No
244450475,No,No,No,No,No,No,No,Yes,No
244449679,No,No,No,No,No,No,No,Yes,No
244450269,Yes,No,No,No,No,No,No,No,No
244449509,No,Yes,No,No,Yes,No,No,Yes,No
244449995,No,Yes,Yes,No,No,No,No,Yes,No
244450085,Yes,No,No,No,Yes,Yes,No,No,No
244431962,No,No,No,No,Yes,Yes,Yes,Yes,No
244450313,Yes,No,No,No,No,Yes,Yes,Yes,No
244450478,No,No,No,No,No,No,No,Yes,Yes
244450675,No,No,No,No,No,Yes,No,No,No
244450531,Yes,No,No,No,No,No,No,No,No
244450580,No,No,No,No,Yes,No,No,Yes,No
244449470,Yes,No,No,No,No,Yes,No,No,No
244450594,No,No,No,No,No,No,No,Yes,No
244450255,No,No,No,No,Yes,Yes,No,Yes,No
244448217,No,No,No,No,Yes,Yes,No,Yes,No
244450696,No,No,No,No,No,No,No,Yes,No
244449862,Yes,No,No,No,Yes,No,No,Yes,Yes
244450626,No,No,No,No,No,No,No,Yes,No
244449830,No,No,No,No,No,No,Yes,Yes,No
244450607,No,No,No,No,No,No,Yes,Yes,No
244449702,Yes,No,No,No,Yes,No,No,Yes,No
244450640,No,Yes,No,No,No,Yes,No,No,No
244450598,No,No,No,No,Yes,No,No,Yes,No
244450593,No,No,No,No,No,Yes,Yes,No,No
244450450,Yes,No,No,No,No,No,No,No,No
244450687,No,No,No,No,No,No,Yes,Yes,No
244450511,Yes,No,No,No,No,No,No,Yes,No
244450492,Yes,No,No,No,Yes,No,Yes,Yes,No
244450552,No,No,No,No,No,No,No,Yes,No
244450608,Yes,No,No,No,Yes,No,No,Yes,No
244450647,No,No,No,No,No,Yes,No,No,No
244449982,Yes,No,No,No,No,No,No,Yes,No
244450590,No,No,No,No,No,No,No,Yes,Yes
244450741,No,No,No,No,Yes,Yes,No,Yes,No
244450752,No,No,No,No,No,No,No,Yes,No
244450430,No,No,No,No,Yes,Yes,Yes,Yes,No
244450437,No,No,No,No,No,No,No,Yes,No
244450499,No,No,No,No,No,Yes,No,Yes,No
244450562,Yes,No,No,No,No,No,No,No,No
244450146,No,No,No,No,No,No,No,Yes,No
244450703,No,No,Yes,No,Yes,No,No,Yes,No
244450745,Yes,No,No,No,No,No,Yes,No,No
244450771,No,No,No,No,No,No,Yes,No,No
244449654,No,No,No,No,Yes,No,Yes,Yes,No
244450622,No,No,No,No,No,No,No,Yes,Yes
244450645,Yes,No,No,No,No,No,No,No,No
244450497,Yes,No,No,No,Yes,No,No,No,No
244450581,No,No,Yes,No,No,No,No,No,Yes
244450486,No,No,No,No,No,No,No,Yes,No
244449844,No,No,Yes,No,No,No,No,Yes,No
244450288,No,No,No,No,Yes,Yes,Yes,Yes,No
244450317,No,Yes,Yes,No,No,No,No,No,No
244450751,No,No,Yes,No,No,No,No,No,No
244439093,No,No,Yes,No,No,No,No,No,No
244450083,No,No,No,No,No,No,No,Yes,No
244450705,No,No,No,No,No,No,No,Yes,No
244450803,Yes,No,No,No,No,No,No,Yes,No
244450506,No,No,No,No,Yes,Yes,Yes,Yes,No
244450667,Yes,No,No,No,No,No,No,No,No
244450817,Yes,No,No,No,No,No,Yes,No,No
244450289,No,No,No,No,Yes,No,No,No,Yes
244450809,No,No,No,No,Yes,No,No,No,No
244450557,Yes,No,No,No,Yes,No,No,Yes,No
244450017,No,No,No,No,No,Yes,Yes,Yes,No
244450510,No,Yes,Yes,Yes,No,No,No,Yes,No
244450331,No,No,No,No,No,No,No,Yes,No
244450722,No,No,No,No,Yes,No,Yes,Yes,No
244450798,No,No,No,No,No,No,No,Yes,No
244450568,No,Yes,No,No,No,No,No,Yes,No
244450468,No,No,No,No,No,No,No,Yes,No
244450353,No,No,No,No,No,No,No,Yes,No
244450348,Yes,No,Yes,No,No,No,No,Yes,Yes
244450624,Yes,No,No,No,No,No,No,No,No
244450627,No,No,No,No,No,No,No,Yes,No
244450614,Yes,No,No,No,No,No,No,Yes,No
244450725,Yes,No,No,No,No,No,No,No,No
244450410,No,No,No,No,No,No,Yes,No,Yes
244450458,Yes,No,No,No,Yes,Yes,No,Yes,No
244450762,No,No,No,No,No,No,Yes,Yes,No
244450856,Yes,No,No,No,No,No,No,Yes,No
244448743,Yes,Yes,Yes,No,Yes,No,No,Yes,No
244448722,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
244450502,No,No,No,No,Yes,No,No,Yes,No
244450029,Yes,No,No,No,Yes,No,No,No,No
244450452,No,No,Yes,No,Yes,No,No,Yes,No
244450964,No,No,No,No,No,No,No,Yes,No
244450873,No,Yes,Yes,Yes,No,Yes,No,No,No
244450852,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
244450934,No,No,No,No,No,No,No,Yes,No
244450715,No,No,No,No,No,No,No,Yes,No
244450415,No,No,No,No,No,Yes,Yes,Yes,No
244450712,Yes,No,No,No,Yes,Yes,No,Yes,No
244450042,Yes,No,No,No,No,No,No,No,No
244450816,No,No,No,No,No,No,No,Yes,No
244450992,Yes,No,No,No,No,No,No,Yes,No
244450620,No,No,No,No,No,No,No,Yes,No
244450697,Yes,No,No,No,Yes,No,No,Yes,Yes
244441446,No,No,No,No,No,No,No,Yes,No
244450403,No,Yes,No,No,Yes,No,Yes,No,No
244450968,No,Yes,No,No,Yes,No,No,Yes,No
244450944,No,No,No,No,Yes,No,No,Yes,No
244439681,No,No,No,No,Yes,Yes,No,No,No
244450901,No,No,No,No,Yes,No,No,No,No
244450976,Yes,No,No,No,No,No,No,Yes,No
244450720,No,No,Yes,No,No,No,No,Yes,No
244450553,No,No,No,No,No,No,Yes,Yes,No
244450850,No,No,No,No,No,No,No,Yes,No
244449951,No,No,No,No,Yes,Yes,No,Yes,No
244451021,Yes,No,No,No,Yes,No,No,No,No
244450641,No,No,No,No,No,No,No,Yes,No
244450739,No,No,No,No,Yes,No,No,Yes,No
244450858,Yes,No,No,No,Yes,Yes,No,No,No
244450794,Yes,Yes,No,No,Yes,No,No,Yes,No
244450582,No,No,No,No,No,No,No,No,Yes
244450946,Yes,No,No,No,Yes,No,Yes,Yes,No
244449870,Yes,No,No,No,No,No,No,No,No
244451018,Yes,No,No,No,Yes,Yes,Yes,No,No
244451029,No,Yes,Yes,No,No,Yes,Yes,Yes,No
244450825,Yes,No,No,No,Yes,Yes,Yes,Yes,No
244450709,No,No,No,No,No,No,No,Yes,No
244451043,No,No,No,No,Yes,No,No,Yes,No
244449756,No,Yes,Yes,No,Yes,No,Yes,Yes,No
244450282,Yes,Yes,Yes,Yes,No,No,Yes,No,No
244450466,No,No,No,No,No,No,Yes,Yes,No
244450723,No,No,No,No,Yes,Yes,No,Yes,No
244451023,Yes,No,No,No,No,No,No,Yes,No
244451004,Yes,Yes,No,No,Yes,No,Yes,No,No
244451013,No,No,No,No,No,Yes,No,Yes,No
244450718,Yes,No,No,No,Yes,No,No,No,No
244450813,Yes,No,No,No,No,No,No,No,No
244451034,No,Yes,Yes,No,Yes,No,No,No,No
244451022,Yes,No,No,No,Yes,No,No,No,No
244450896,No,No,No,No,No,Yes,No,Yes,No
244450666,Yes,No,No,No,No,No,No,No,No
244450980,No,Yes,Yes,No,Yes,Yes,Yes,No,No
244450999,Yes,No,No,No,No,Yes,No,No,No
244451126,No,No,No,No,No,No,No,Yes,No
244450921,No,No,Yes,No,No,No,No,No,No
244450868,No,Yes,No,No,No,No,Yes,No,No
244450375,Yes,No,No,No,No,No,No,Yes,No
244451091,No,No,Yes,No,No,No,Yes,Yes,No
244451038,No,No,No,No,Yes,Yes,Yes,Yes,No
244450969,No,No,No,No,No,No,No,Yes,No
244450950,No,No,No,No,Yes,No,No,Yes,No
244450877,No,No,No,No,No,No,Yes,No,Yes
244450867,No,No,No,No,Yes,No,No,No,No
244450830,No,No,No,No,No,No,No,No,Yes
244450805,Yes,No,No,No,Yes,Yes,No,Yes,No
244450935,No,No,No,No,Yes,No,No,Yes,No
244450342,No,No,No,No,Yes,No,No,No,No
244451032,No,No,No,No,No,No,No,Yes,No
244451125,Yes,No,No,No,Yes,Yes,No,No,No
244450949,No,No,No,No,No,No,No,Yes,No
244451105,No,No,No,No,No,Yes,No,No,No
244450076,No,No,No,No,No,No,No,Yes,No
244451089,No,No,No,No,No,No,No,Yes,No
244451083,No,No,No,No,Yes,No,No,No,No
244439962,Yes,No,No,No,Yes,Yes,No,Yes,No
244451240,No,No,No,No,No,No,No,Yes,No
244451179,No,No,No,No,No,No,No,Yes,No
244451100,No,Yes,Yes,Yes,Yes,No,No,No,No
244450888,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
244450922,No,No,No,No,No,Yes,No,No,No
244451162,No,No,No,No,Yes,No,No,Yes,No
244451187,No,Yes,Yes,No,No,No,No,No,No
244451263,No,No,No,No,Yes,Yes,No,No,No
244450948,No,Yes,Yes,No,No,No,No,No,No
244451164,Yes,No,No,No,No,No,No,Yes,No
244451031,No,No,No,No,Yes,No,Yes,Yes,No
244450881,No,No,No,No,No,No,No,Yes,No
244450008,No,No,No,No,No,No,No,Yes,No
244450882,Yes,No,No,No,No,No,No,Yes,No
244451279,No,No,No,No,No,No,No,Yes,No
244450529,No,No,No,No,Yes,Yes,No,No,No
244451049,Yes,No,No,No,Yes,No,No,Yes,No
244447463,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
244451103,No,No,No,No,No,No,No,Yes,No
244451040,Yes,No,No,No,No,Yes,No,No,No
244450926,No,No,No,No,No,No,No,Yes,No
244450824,Yes,No,No,No,No,Yes,No,Yes,No
244451183,Yes,Yes,No,No,No,No,No,Yes,No
244451274,Yes,No,No,No,No,No,No,Yes,No
244451262,Yes,No,No,No,No,No,No,Yes,No
244451160,No,No,No,No,No,Yes,No,Yes,No
244451102,Yes,No,No,No,No,No,No,Yes,No
244451147,Yes,No,No,No,No,No,No,Yes,No
244451198,No,No,No,No,No,No,No,Yes,No
244451084,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No
244451110,No,No,No,No,No,No,No,Yes,No
244450953,No,No,No,No,No,No,No,Yes,Yes
244450710,No,Yes,Yes,No,No,No,No,No,No
244451195,No,No,No,No,No,Yes,No,Yes,No
244451030,No,No,No,No,No,No,No,Yes,Yes
244451239,No,Yes,Yes,No,No,No,No,No,No
244450849,Yes,No,No,No,Yes,Yes,No,Yes,No
244451045,Yes,No,No,No,Yes,Yes,No,No,No
244451209,No,No,No,No,No,No,No,Yes,No
244451012,No,No,No,No,Yes,No,No,Yes,No
244451177,No,No,No,No,No,No,No,Yes,No
244450642,Yes,No,No,No,No,No,Yes,Yes,No
244450494,No,Yes,Yes,Yes,Yes,Yes,No,No,No
244451269,Yes,No,No,No,Yes,No,Yes,No,No
244451137,No,No,No,No,Yes,No,Yes,Yes,No
244451305,Yes,No,No,No,No,No,No,Yes,No
244451354,No,No,No,No,Yes,No,No,Yes,No
244451312,No,Yes,Yes,No,Yes,No,No,Yes,No
244451208,Yes,Yes,Yes,No,No,No,Yes,No,Yes
244450833,Yes,Yes,Yes,No,No,No,No,No,No
244451037,Yes,No,No,No,Yes,No,No,Yes,No
244451206,Yes,No,No,No,Yes,Yes,No,No,No
244450455,No,Yes,Yes,No,Yes,Yes,No,Yes,No
244451386,No,Yes,Yes,Yes,No,Yes,No,No,No
244451306,No,No,No,No,No,No,No,Yes,No
244450791,No,No,No,No,No,No,No,Yes,No
244451331,No,No,No,No,No,No,Yes,Yes,No
244451101,No,Yes,Yes,No,No,No,No,Yes,No
244451120,No,No,No,No,No,No,No,Yes,No
244450793,Yes,No,Yes,No,No,No,No,No,No
244451359,No,No,No,No,Yes,Yes,No,Yes,No
244451278,No,Yes,No,No,No,No,Yes,No,No
244451213,No,No,No,No,No,No,No,Yes,No
244450436,No,No,No,No,No,No,No,Yes,No
244451301,Yes,No,Yes,No,No,No,No,No,No
244451161,No,No,No,No,No,No,Yes,Yes,No
244451237,No,Yes,Yes,No,Yes,Yes,No,Yes,No
244451493,No,No,No,No,No,No,No,Yes,No
244451324,No,No,No,No,No,Yes,No,Yes,No
244451339,No,No,No,No,No,No,No,Yes,No
244451287,No,Yes,Yes,No,Yes,No,Yes,Yes,No
244451096,No,No,No,No,No,No,No,Yes,Yes
244451143,Yes,No,No,No,No,No,No,Yes,No
244451299,No,No,No,No,Yes,Yes,No,Yes,No
244451214,Yes,No,No,No,Yes,No,No,No,No
244451380,Yes,Yes,No,No,Yes,Yes,No,Yes,No
244451282,Yes,No,No,No,No,No,No,No,Yes
244451334,No,No,No,No,Yes,Yes,No,No,No
244451396,No,No,No,No,Yes,No,No,Yes,No
244450257,No,No,No,No,No,No,No,Yes,No
244450961,No,No,No,No,No,No,No,No,Yes
244451383,Yes,No,Yes,No,No,No,No,Yes,No
244451500,No,No,No,No,No,No,No,Yes,No
244451468,Yes,No,No,No,Yes,No,No,Yes,No
244450985,No,Yes,Yes,No,No,No,No,No,No
244451556,Yes,No,No,No,No,No,No,No,No
244451404,No,No,No,No,No,No,No,Yes,No
244450390,No,No,No,No,No,Yes,No,Yes,No
244450389,No,No,No,No,Yes,No,No,Yes,No
244451430,Yes,No,No,No,No,No,No,No,No
244451550,No,No,No,No,Yes,No,No,Yes,No
244451451,No,No,No,No,No,No,No,Yes,No
244451406,No,No,No,No,Yes,No,Yes,Yes,No
244451295,No,Yes,No,No,No,No,No,No,No
244451470,No,No,No,No,No,Yes,Yes,Yes,No
244451283,No,No,No,No,No,No,No,Yes,No
244451545,No,No,No,No,Yes,Yes,Yes,Yes,No
244451595,Yes,No,No,No,No,Yes,Yes,Yes,No
244451473,No,No,No,No,No,No,Yes,Yes,No
244451463,No,No,No,No,No,No,Yes,Yes,No
244451584,No,No,No,No,No,No,No,Yes,No
244450633,Yes,No,No,No,Yes,Yes,No,Yes,No
244451616,Yes,Yes,No,No,No,No,No,No,No
244451536,Yes,No,No,No,Yes,No,No,Yes,No
244451445,Yes,No,No,No,Yes,No,No,Yes,No
244451664,No,No,No,No,No,No,No,Yes,No
244451039,No,No,No,No,No,Yes,No,Yes,No
244451542,No,No,No,No,No,No,No,Yes,No
244451051,Yes,No,No,No,Yes,Yes,No,No,No
244451252,Yes,No,No,No,No,No,No,Yes,No
244451382,No,No,No,No,Yes,No,Yes,Yes,No
244451173,No,No,No,No,No,No,No,Yes,No
244451467,No,No,No,No,Yes,Yes,Yes,Yes,No
244451053,No,No,No,No,Yes,Yes,No,Yes,No
244451690,No,No,No,No,No,No,Yes,No,No
244451538,Yes,No,No,No,No,No,No,Yes,No
244451453,Yes,No,No,No,No,No,No,No,No
244451343,No,No,No,No,Yes,No,No,Yes,No
244451460,Yes,No,No,No,No,No,Yes,Yes,No
244451645,No,No,No,No,No,No,Yes,No,No
244451416,No,Yes,Yes,Yes,No,No,No,No,No
244451255,No,No,No,No,Yes,Yes,No,Yes,No
244451710,No,Yes,No,No,No,No,No,Yes,No
244451395,No,No,No,No,No,No,No,Yes,No
244451594,No,No,Yes,No,No,No,No,Yes,No
244450821,No,No,No,No,No,Yes,No,Yes,No
244451424,Yes,Yes,Yes,No,No,No,No,Yes,No
244451588,Yes,No,No,No,Yes,No,No,Yes,No
244450932,Yes,No,No,No,No,No,No,Yes,No
244451650,No,No,No,No,No,No,No,Yes,No
244451689,No,No,No,No,Yes,Yes,No,Yes,No
244451686,No,No,No,No,Yes,No,No,No,No
244451619,Yes,No,No,No,No,No,No,No,No
244451607,Yes,No,No,No,Yes,No,Yes,Yes,No
244451398,Yes,No,No,No,No,Yes,No,No,No
244451224,No,No,No,No,No,Yes,No,Yes,No
244451626,Yes,No,No,No,Yes,No,Yes,No,No
244449236,No,No,No,No,No,No,No,Yes,No
244451116,No,No,No,No,No,No,No,Yes,No
244451332,No,Yes,No,No,No,No,No,Yes,No
244451676,No,No,Yes,No,Yes,Yes,No,No,No
244451449,Yes,No,No,No,No,No,Yes,Yes,No
244451605,Yes,Yes,No,No,No,Yes,No,Yes,No
244450735,No,No,No,No,No,No,Yes,No,No
244451681,No,No,No,No,Yes,No,No,Yes,Yes
244451546,No,No,No,No,No,No,No,Yes,No
244451107,Yes,No,No,No,No,No,Yes,Yes,No
244451772,Yes,No,No,No,No,Yes,Yes,No,No
244451517,Yes,No,No,No,Yes,No,Yes,Yes,No
244451742,Yes,No,No,No,No,No,No,Yes,No
244451623,No,No,No,No,No,No,No,Yes,No
244451787,No,Yes,No,No,No,No,No,No,No
244451400,No,No,No,No,Yes,No,No,Yes,No
244451777,Yes,No,No,No,Yes,Yes,No,Yes,No
244451793,No,No,No,No,Yes,Yes,No,Yes,No
244451531,No,No,No,No,Yes,No,No,Yes,No
244450285,No,No,No,No,No,No,No,Yes,No
244451454,Yes,No,No,No,No,No,No,Yes,No
244451592,No,No,No,No,Yes,Yes,No,Yes,No
244451461,Yes,No,No,No,No,No,No,Yes,Yes
244451485,No,No,No,No,No,No,No,Yes,No
244451766,No,Yes,Yes,No,No,No,No,No,No
244451630,No,No,No,No,No,No,Yes,Yes,No
244451706,No,No,No,No,Yes,No,No,Yes,No
244451569,Yes,No,No,No,No,No,No,No,No
244451532,Yes,Yes,Yes,Yes,Yes,No,No,No,No
244451850,No,No,No,No,No,No,Yes,Yes,No
244451541,No,Yes,Yes,No,No,No,Yes,No,No
244451830,No,No,No,No,Yes,No,No,Yes,No
244451426,No,No,No,No,Yes,Yes,No,Yes,No
244451731,No,Yes,No,No,Yes,No,No,No,No
244451632,No,Yes,No,No,No,No,No,No,No
244451722,Yes,No,No,Yes,Yes,Yes,No,No,No
244451780,No,No,No,No,No,No,No,Yes,No
244451889,No,Yes,Yes,No,No,Yes,No,No,No
244451627,No,Yes,No,No,No,No,No,Yes,No
244451543,No,No,No,No,No,No,No,Yes,No
244451851,No,Yes,No,No,No,No,No,No,No
244451692,No,No,No,No,No,Yes,No,Yes,No
244451637,No,No,No,No,No,No,No,Yes,No
244451438,Yes,No,No,No,Yes,No,No,No,No
244451746,Yes,No,No,No,Yes,No,Yes,No,No
244451875,No,No,No,No,No,No,No,No,No
244451725,Yes,No,No,No,Yes,No,No,No,No
244451666,No,No,No,No,Yes,No,Yes,No,No
244451858,No,No,No,No,No,No,No,Yes,No
244451661,Yes,No,No,No,No,No,No,Yes,No
244451170,No,No,No,No,No,No,No,Yes,No
244450861,Yes,Yes,No,No,No,No,No,No,No
244451494,No,No,No,No,No,No,Yes,Yes,No
244451740,No,No,No,No,Yes,No,No,Yes,No
244451804,Yes,No,No,No,No,Yes,Yes,Yes,No
244451432,No,No,No,No,Yes,No,No,Yes,No
244451871,No,No,No,No,Yes,Yes,Yes,No,No
244451797,Yes,No,No,No,No,No,No,No,No
244451808,No,No,No,No,No,No,Yes,Yes,No
244451420,No,No,No,No,Yes,No,No,No,No
244450135,No,No,No,No,No,No,No,Yes,Yes
244451658,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes
244451829,No,Yes,No,No,No,Yes,No,Yes,No
244451750,Yes,Yes,No,No,No,No,Yes,Yes,No
244451728,Yes,No,No,No,No,No,No,Yes,No
244450045,No,No,No,No,Yes,Yes,Yes,No,No
244451937,No,No,No,No,No,No,No,Yes,No
244451590,No,No,No,No,Yes,Yes,No,Yes,No
244451775,No,Yes,Yes,Yes,No,No,No,No,No
244451811,Yes,No,No,No,No,No,No,No,No
244451842,Yes,No,No,No,No,No,No,Yes,No
244452025,No,No,No,No,No,No,No,Yes,Yes
244451827,Yes,No,No,No,No,No,No,Yes,No
244451873,No,No,No,No,No,No,No,Yes,No
244451561,No,No,No,No,No,No,No,Yes,No
244451756,Yes,No,No,No,No,No,No,Yes,No
244451629,No,No,No,No,No,No,No,Yes,Yes
244451817,Yes,Yes,Yes,No,Yes,No,No,No,No
244450524,No,No,No,No,No,No,No,Yes,No
244451186,Yes,No,No,No,No,No,No,No,No
244451917,Yes,No,No,No,Yes,No,No,Yes,No
244451908,No,No,No,No,No,No,No,Yes,No
244451839,Yes,No,No,No,No,No,No,Yes,No
244451256,Yes,No,No,No,Yes,Yes,No,Yes,No
244451273,Yes,No,No,No,No,No,No,No,Yes
244451986,No,No,No,No,No,No,No,Yes,No
244451321,No,No,No,Yes,No,Yes,No,Yes,No
244451971,No,Yes,Yes,No,Yes,No,No,No,No
244451411,No,No,No,No,No,No,Yes,Yes,No
244451883,Yes,No,No,No,No,No,No,No,No
244451753,No,Yes,Yes,No,No,Yes,No,Yes,No
244451211,No,No,No,No,Yes,No,No,Yes,No
244451900,No,No,No,No,No,No,No,No,No
244451303,Yes,No,No,No,No,No,No,No,No
244452034,No,No,No,No,No,No,No,Yes,No
244451782,No,No,No,No,No,No,No,Yes,No
244452039,No,No,No,No,No,No,No,No,Yes
244451702,Yes,No,No,No,Yes,Yes,No,Yes,No
244451415,No,No,No,No,Yes,Yes,Yes,No,No
244451948,No,No,No,No,Yes,Yes,No,Yes,No
244451667,Yes,No,No,No,No,No,Yes,Yes,No
244451631,No,No,No,No,No,No,No,Yes,No
244452005,No,No,No,No,No,No,No,Yes,No
244451802,No,No,No,No,No,No,No,Yes,No
244451991,No,Yes,Yes,No,No,Yes,No,No,No
244451298,Yes,No,No,No,Yes,No,Yes,Yes,No
244451992,No,No,No,No,No,No,Yes,No,No
244451899,No,No,No,No,No,Yes,No,Yes,No
244452059,Yes,No,No,No,No,No,No,Yes,No
244452073,Yes,No,No,No,Yes,Yes,No,No,No
244435375,No,No,No,No,No,No,No,No,Yes
244451505,No,No,No,No,No,No,No,No,Yes
244451794,Yes,No,No,Yes,No,No,No,Yes,No
244450171,No,Yes,No,No,No,Yes,No,Yes,No
244451935,No,No,No,No,Yes,No,No,Yes,No
244451820,Yes,No,No,No,Yes,No,No,No,No
244451847,No,No,No,No,Yes,Yes,Yes,Yes,Yes
244451251,Yes,Yes,No,No,No,No,No,Yes,Yes
244451876,Yes,No,No,No,No,No,No,Yes,No
244451987,No,No,No,No,No,No,Yes,Yes,No
244451812,No,No,Yes,No,Yes,Yes,No,Yes,No
244452155,Yes,No,No,No,No,No,No,No,No
244451749,No,No,No,No,No,No,No,No,No
244451572,Yes,No,No,No,No,No,No,Yes,No
244451960,No,No,No,No,Yes,Yes,Yes,Yes,No
244452026,No,No,No,No,No,No,No,Yes,No
244451745,No,No,No,No,Yes,No,No,No,No
244451896,No,No,No,No,No,No,No,Yes,No
244452086,No,No,No,No,No,No,No,Yes,No
244451945,No,No,No,No,No,No,No,Yes,No
244451984,No,Yes,No,No,No,Yes,Yes,Yes,No
244451575,No,Yes,No,No,No,No,No,Yes,No
244452118,Yes,No,No,No,No,No,No,Yes,No
244452175,Yes,No,No,No,No,No,No,No,No
244452087,No,No,No,No,Yes,No,No,Yes,No
244448209,Yes,No,No,No,Yes,No,Yes,No,No
244452141,Yes,No,No,No,No,No,No,Yes,Yes
244451075,Yes,Yes,No,No,Yes,Yes,Yes,No,No
244451724,Yes,No,No,No,No,No,No,Yes,No
244439472,Yes,No,No,No,Yes,Yes,No,No,No
244452018,No,No,No,No,Yes,No,No,No,No
244452082,No,No,No,No,No,No,No,Yes,No
244452001,Yes,No,No,No,Yes,No,Yes,Yes,No
